theta,tolerance,sample,text,kf_err_to_perturbed,kf_err_to_clean,skate_ratio,jerk,ground_pen,div_from_ref
0,0.0,13,the man dances his feet in circles in front of himself.,0.25899338722229004,0.25899338722229004,0.7076923076923077,566.1337280273438,0.00030117129790596664,0.26929256319999695
0,0.0,14,a person brings their left arm up and bends their elbow so it is across their stomach.,0.012524829246103764,0.012524829246103764,0.0,55.292510986328125,1.5030557733552996e-05,0.013477925211191177
0,0.0,15,a man takes a big swing with his arm.,0.07802847027778625,0.07802847027778625,0.358974358974359,418.6710205078125,3.755854777409695e-05,0.0864313617348671
5,1.0,0,a person wlowly walked by making the circle,1.2293457807288632e-08,0.04191254451870918,0.39487179487179486,1196.404541015625,8.170572982635349e-05,0.14920227229595184
5,1.0,1,a person walks straight forward quickly,1.3916923169432494e-10,0.039570488035678864,0.24102564102564103,361.5714416503906,2.587746394056012e-06,0.05370935797691345
5,1.0,2,the person is holding his right arm up.,9.093708563945313e-10,0.04193941503763199,0.11282051282051282,206.58445739746094,0.00024986109929159284,0.03068452514708042
5,1.0,3,standing in place then walking forward.,2.9209662466556097e-10,0.03795542195439339,0.15897435897435896,368.32696533203125,0.00019981471996288747,0.052945028990507126
5,1.0,4,the person was jogging in place.,5.651434875630912e-10,0.0411638468503952,0.15384615384615385,470.6301574707031,4.8647692892700434e-05,0.0585065558552742
5,1.0,5,user is pointing with left hand in multiple directions,4.97760832551819e-10,0.041167426854372025,0.13333333333333333,260.7672119140625,0.00039565161569043994,0.0357506237924099
5,1.0,6,person brings left forearm up to their eyesight like they are checking the time on a watch.,9.093119035519237e-10,0.03788049891591072,0.07179487179487179,223.84934997558594,0.00271158036775887,0.030598079785704613
5,1.0,7,a man is doing jumping jacks.,7.303861404572842e-10,0.04145725816488266,0.14871794871794872,534.5172119140625,0.0,0.07112397253513336
5,1.0,8,the figure takes a few steps forward before pick something up turning around and walking back to where they were and crouching down to pick something up.,1.2413047478787576e-08,0.042137570679187775,0.23076923076923078,600.6734619140625,1.2397366845107172e-05,0.07538973540067673
5,1.0,9,"a person slowly walked backward, and sat on the knee and hands",2.816787247894581e-09,0.03873234614729881,0.27692307692307694,406.3367614746094,0.0054635279811918736,0.05661452189087868
5,1.0,10,a person walks straight going slightly to the left,4.2856107551614286e-10,0.03844804689288139,0.18461538461538463,298.2811279296875,0.00017136572569143027,0.04127555713057518
5,1.0,11,he runs forward directly then stops,2.465727899636505e-10,0.043153971433639526,0.29743589743589743,1525.88720703125,2.1778807422379032e-05,0.187911719083786
5,1.0,12,person seems to be exercising by bending at the knees and walking forward,5.119915047480106e-10,0.03945761173963547,0.49743589743589745,946.7152099609375,0.00021773016487713903,0.1169847920536995
5,1.0,13,the man dances his feet in circles in front of himself.,1.3403828047486854e-09,0.04007406532764435,0.7538461538461538,2091.180419921875,0.0004546465934254229,0.2631736695766449
5,1.0,14,a person brings their left arm up and bends their elbow so it is across their stomach.,8.603160961406786e-10,0.042543597519397736,0.15384615384615385,240.89649963378906,0.0005066764424555004,0.031287167221307755
5,1.0,15,a man takes a big swing with his arm.,3.5347600402246826e-09,0.04362988471984863,0.5128205128205128,861.74560546875,0.00013930884597357363,0.09427419304847717
5,0.5,0,a person wlowly walked by making the circle,0.07624132931232452,0.08424864709377289,0.3487179487179487,717.2317504882812,8.807441190583631e-06,0.15212994813919067
5,0.5,1,a person walks straight forward quickly,0.023387853056192398,0.04263940826058388,0.14358974358974358,216.52879333496094,0.0,0.052930474281311035
5,0.5,2,the person is holding his right arm up.,0.013331352733075619,0.034874122589826584,0.0,123.51083374023438,0.00013027289242018014,0.03021073527634144
5,0.5,3,standing in place then walking forward.,0.026682253926992416,0.040633950382471085,0.06153846153846154,211.4726104736328,0.00013283714361023158,0.054791420698165894
5,0.5,4,the person was jogging in place.,0.024607619270682335,0.04255472868680954,0.06666666666666667,293.4969787597656,1.247090312972432e-05,0.055422987788915634
5,0.5,5,user is pointing with left hand in multiple directions,0.016030611470341682,0.03683287277817726,0.041025641025641026,160.7737274169922,0.00025395548436790705,0.03559323772788048
5,0.5,6,person brings left forearm up to their eyesight like they are checking the time on a watch.,0.015136665664613247,0.03275793045759201,0.020512820512820513,130.60171508789062,0.002480296650901437,0.029836835339665413
5,0.5,7,a man is doing jumping jacks.,0.031973402947187424,0.05152621865272522,0.11282051282051282,351.71160888671875,0.0,0.07464087009429932
5,0.5,8,the figure takes a few steps forward before pick something up turning around and walking back to where they were and crouching down to pick something up.,0.03072921372950077,0.047836970537900925,0.20512820512820512,377.1368713378906,0.0,0.06965702027082443
5,0.5,9,"a person slowly walked backward, and sat on the knee and hands",0.02526005543768406,0.040527667850255966,0.15384615384615385,237.7244415283203,0.004907899536192417,0.056744545698165894
5,0.5,10,a person walks straight going slightly to the left,0.017831899225711823,0.036979883909225464,0.11282051282051282,189.59405517578125,0.00011391763109713793,0.04240931570529938
5,0.5,11,he runs forward directly then stops,0.09724225848913193,0.1063024029135704,0.30256410256410254,889.6866455078125,0.0,0.19589219987392426
5,0.5,12,person seems to be exercising by bending at the knees and walking forward,0.04876565560698509,0.06286133080720901,0.4717948717948718,622.771484375,0.00013221231347415596,0.1175190731883049
